date,3x3 Basketball,Acrobatic Gymnastics,Alpine Skiing,Archery,Artistic Gymnastics,Artistic Swimming,Athletics,Badminton,Baseball Softball,Basketball,Beach Handball,Beach Volleyball,Biathlon,BMX Freestyle,BMX Racing,Bobsleigh,Boxing,Breaking,Cross-Country,Curling,Diving,Equestrian,Fencing,Figure Skating,Football,Freestyle Skiing,Futsal,Golf,Handball,Hockey,Ice Hockey,Judo,Karate,Luge,Marathon Swimming,Modern Pentathlon,Mountain Bike,Nordic Combined,Rhythmic Gymnastics,Road Cycling,Roller Speed Skating,Rowing,Rugby,Sailing,Shooting,Short Track Speed Skating,Skateboarding,Skeleton,Ski Jumping,Ski Mountaineering,Snowboard,Speed Skating,Sport Climbing,Surfing,Swimming,Table Tennis,Taekwondo,Tennis,Track Cycling,Trampoline,Triathlon,Volleyball,Water Polo,Weightlifting,Wrestling
2021-07-30 22:00:00,3,8,0,34,3,22,21,26,1,25,5,8,19,6,6,46,30,75,0,83,8,27,25,40,51,0,77,31,4,8,50,50,29,44,13,67,19,0,19,22,0,9,17,24,33,0,8,65,0,0,26,16,22,9,40,22,2,38,26,26,47,7,27,28,52
2021-07-30 23:00:00,1,13,0,29,2,23,19,26,0,28,13,7,35,5,2,21,28,77,3,81,8,24,16,60,44,0,37,26,5,6,42,31,30,35,11,61,18,20,17,26,0,7,13,21,31,0,8,73,0,0,23,5,24,7,33,17,1,30,15,22,77,8,28,31,60
2021-07-31 00:00:00,1,0,0,45,3,22,61,43,0,32,28,20,14,9,2,52,32,76,5,82,9,33,24,60,44,0,72,28,9,9,51,31,36,19,17,94,18,0,10,22,0,8,12,29,34,0,10,80,0,0,32,9,20,5,41,16,2,30,40,16,52,12,26,27,79
2021-07-31 01:00:00,6,0,0,36,3,18,48,35,0,35,18,12,12,29,2,59,28,84,0,50,7,26,23,64,43,0,61,23,5,6,35,33,31,82,0,30,16,0,36,17,0,6,11,18,32,0,5,67,0,0,38,15,22,2,55,17,1,28,28,18,12,10,41,28,73
2021-07-31 02:00:00,1,0,0,31,3,12,36,38,0,56,8,6,0,32,1,0,29,78,0,69,9,24,24,66,46,0,26,23,4,6,13,24,21,0,39,0,14,0,31,13,0,4,21,18,27,0,6,58,0,0,71,0,0,4,65,16,2,30,19,15,9,12,21,18,63
2021-07-31 03:00:00,0,0,0,32,11,77,45,48,0,37,10,4,0,31,3,100,41,87,0,61,9,25,23,86,48,0,0,31,6,9,26,40,14,28,100,17,16,0,20,23,0,7,36,33,31,0,6,31,0,0,18,0,56,3,87,27,1,33,56,17,11,10,41,44,70
2021-07-31 04:00:00,1,100,0,45,1,0,38,41,0,34,0,26,0,19,1,0,52,79,0,51,7,42,35,18,59,0,0,49,5,12,42,27,19,23,41,0,14,0,25,10,0,6,23,42,28,0,5,31,0,0,8,0,31,7,45,11,2,33,44,18,14,13,40,28,63
2021-07-31 05:00:00,1,26,0,35,2,33,33,34,1,26,22,10,0,18,2,43,36,71,0,51,7,51,41,0,58,0,0,56,6,12,30,23,17,24,22,36,16,0,22,13,0,7,23,60,30,0,6,24,0,0,8,22,16,11,54,14,1,36,41,25,19,8,45,28,49
2021-07-31 06:00:00,1,26,0,45,4,23,40,35,0,25,9,6,13,20,2,22,30,64,9,76,12,61,40,9,60,0,52,58,6,12,20,29,19,12,22,44,15,0,20,20,0,10,34,100,26,0,7,39,0,0,16,0,33,18,78,22,1,51,45,40,34,7,39,35,42
2021-07-31 07:00:00,2,0,0,40,6,35,42,33,1,22,13,8,28,15,2,54,35,61,4,83,11,57,48,14,58,0,28,50,7,13,21,29,21,15,27,54,20,0,27,19,0,10,28,61,27,0,8,33,40,0,16,0,35,11,82,21,2,60,44,43,44,7,54,41,34
2021-07-31 08:00:00,2,7,98,46,6,18,39,40,0,21,8,8,13,12,2,32,38,60,4,79,10,49,50,16,62,0,41,44,6,10,22,40,23,12,22,29,19,0,23,21,0,9,75,50,27,0,8,43,32,0,15,5,55,10,78,22,2,77,55,42,15,8,45,38,32
2021-07-31 09:00:00,1,0,35,66,7,30,49,52,0,23,8,7,4,9,2,10,55,55,3,83,8,42,51,23,61,0,43,42,5,10,34,37,23,16,29,34,19,0,29,22,0,7,63,40,25,0,9,39,0,0,4,5,62,10,70,20,2,66,36,42,10,8,42,42,29
2021-07-31 10:00:00,2,0,84,41,6,14,61,75,0,25,9,7,13,8,1,33,34,49,0,85,7,44,56,30,61,0,57,40,5,9,34,46,21,21,19,39,18,0,23,16,0,6,24,31,26,0,8,46,0,0,19,5,37,8,62,17,2,55,34,42,7,8,45,29,25
2021-07-31 11:00:00,2,11,100,36,4,18,59,63,0,25,10,6,6,7,2,9,31,47,5,76,8,44,46,40,67,0,47,40,5,15,35,62,23,23,9,26,20,0,31,23,0,7,24,31,27,0,7,51,0,0,14,5,33,9,56,21,2,52,43,40,6,8,52,35,28
2021-07-31 12:00:00,1,0,97,36,5,27,100,47,0,43,12,9,18,7,2,27,27,50,5,87,7,40,43,21,73,0,43,40,5,22,46,27,20,17,27,43,21,0,33,18,0,6,24,32,26,0,7,56,26,0,16,0,32,9,53,18,2,49,34,39,6,10,38,36,24
2021-07-31 13:00:00,1,11,32,35,7,15,60,39,0,41,4,8,17,7,1,40,72,56,2,79,9,42,42,21,82,0,40,40,5,19,48,28,22,7,22,28,21,0,33,16,0,6,29,34,25,0,8,47,26,0,20,9,44,8,49,20,2,56,34,36,5,12,35,35,26
2021-07-31 14:00:00,1,5,0,37,7,22,25,42,0,29,9,9,29,10,1,13,33,52,4,90,8,37,36,23,99,0,45,40,5,33,45,28,23,15,22,43,21,0,29,23,0,6,34,31,27,0,8,52,0,0,24,7,36,8,46,20,1,52,34,34,18,13,31,33,28
2021-07-31 15:00:00,2,5,31,87,7,18,19,35,0,27,3,6,14,19,2,21,28,59,6,90,7,34,35,37,100,0,29,40,4,9,32,24,20,19,38,34,23,0,22,25,0,6,52,44,26,0,11,54,75,0,24,11,43,13,39,20,2,52,30,30,5,12,35,28,29
2021-07-31 16:00:00,4,5,15,27,7,20,18,26,0,61,6,5,9,8,1,13,47,57,0,77,7,35,34,29,88,0,41,38,3,8,45,25,24,30,13,28,21,0,18,19,0,5,92,29,25,0,8,53,0,0,24,6,41,9,39,16,2,40,29,28,4,6,19,21,29
2021-07-31 17:00:00,2,5,47,26,9,26,16,20,0,26,1,5,14,7,2,21,42,61,2,80,6,38,29,26,69,0,50,38,3,7,42,23,22,21,13,27,21,0,20,29,0,6,100,29,29,0,6,50,0,0,18,6,19,8,38,15,1,38,27,27,5,6,21,24,39
2021-07-31 18:00:00,1,5,15,67,11,31,18,21,0,31,9,5,19,8,1,30,54,65,7,77,8,39,30,50,69,0,50,40,3,8,38,22,26,23,38,56,20,0,22,21,0,7,75,29,31,100,8,61,25,0,13,4,53,9,51,17,2,38,37,27,9,7,27,27,38
2021-07-31 19:00:00,2,0,30,42,22,44,20,22,0,24,11,14,22,8,1,66,56,62,7,74,9,48,30,20,80,0,34,37,5,9,39,31,30,25,16,81,21,0,30,23,0,7,36,35,32,0,7,59,24,0,12,6,37,10,45,17,2,40,51,28,11,10,24,41,37
2021-07-31 20:00:00,2,20,31,26,22,51,19,23,0,23,8,8,16,7,2,51,54,72,2,71,7,36,28,33,83,0,41,35,4,23,53,79,25,21,47,47,21,0,23,29,0,6,32,28,32,0,7,59,0,0,23,21,33,10,41,18,2,36,34,24,10,8,31,25,38
2021-07-31 21:00:00,2,12,18,26,30,86,23,22,0,24,7,7,12,8,1,10,57,82,4,75,9,39,22,23,71,0,60,34,4,9,44,35,28,29,29,39,23,0,33,21,0,6,22,32,36,0,7,69,57,0,27,5,31,10,42,16,2,36,34,23,5,9,23,27,42
2021-07-31 22:00:00,1,8,0,26,29,65,23,22,0,27,18,7,21,8,1,45,60,80,4,85,9,46,23,19,57,0,66,32,5,8,40,26,32,7,19,43,19,12,28,27,0,5,22,24,34,0,7,65,0,0,16,13,24,8,38,18,2,36,33,22,4,8,37,26,54
2021-07-31 23:00:00,3,12,0,24,31,61,25,32,0,27,12,7,8,11,1,10,46,75,22,89,7,95,21,43,51,0,69,29,5,7,46,34,32,22,10,77,20,19,36,15,0,5,16,20,36,0,7,58,0,0,11,10,30,8,36,15,2,34,26,18,2,10,38,31,57
2021-08-01 00:00:00,1,0,59,16,25,32,26,30,0,31,13,100,14,11,1,0,44,74,14,65,6,93,17,52,45,0,44,26,7,7,32,27,24,32,17,23,13,0,14,10,0,4,11,15,34,0,7,71,0,0,15,9,13,5,30,14,2,32,26,13,2,45,21,25,67
2021-08-01 01:00:00,0,0,0,22,27,68,27,25,0,32,16,64,11,44,1,28,42,71,15,60,7,87,20,36,40,0,53,24,9,7,56,31,23,17,0,28,13,0,0,13,0,3,9,14,33,0,9,68,0,0,25,0,21,5,55,20,2,25,14,12,1,30,26,25,73
2021-08-01 02:00:00,0,0,0,16,35,100,28,26,0,31,0,13,50,100,5,0,49,68,11,58,7,84,24,70,42,0,0,32,4,9,27,24,12,0,0,13,13,0,0,5,0,4,10,20,35,0,14,46,0,0,58,0,15,5,86,18,1,27,30,10,1,13,22,22,100
2021-08-01 03:00:00,0,0,0,19,49,76,33,21,0,29,0,13,0,72,7,98,73,75,0,30,10,75,31,64,47,0,0,47,9,11,41,22,20,0,0,33,14,0,20,23,0,2,14,35,34,0,7,50,0,0,35,0,18,6,57,25,0,29,79,13,1,12,47,31,81
2021-08-01 04:00:00,2,0,0,21,32,55,33,51,0,29,8,8,0,33,1,44,100,73,0,36,8,64,24,0,57,0,29,59,7,11,15,18,19,0,0,30,14,0,0,15,0,5,14,39,27,0,8,42,0,0,24,0,50,7,39,17,1,33,69,9,2,11,42,20,77
2021-08-01 05:00:00,2,0,0,17,41,77,30,46,0,22,0,12,0,40,1,25,69,83,7,49,10,100,28,11,60,0,16,69,5,12,21,19,11,15,0,8,18,0,5,26,0,6,19,54,24,0,6,33,0,0,4,12,28,6,53,18,1,43,51,16,3,9,48,32,54
2021-08-01 06:00:00,0,0,0,21,56,82,37,31,0,21,5,12,0,42,2,38,53,68,7,68,28,92,35,27,61,0,16,94,5,10,26,23,16,8,25,21,21,0,20,25,0,6,20,64,24,0,9,30,0,0,18,13,38,8,68,18,1,58,65,23,3,9,38,40,48
2021-08-01 07:00:00,1,0,0,21,56,52,35,31,0,20,12,30,6,57,3,7,45,59,6,79,15,94,35,16,64,0,65,100,7,11,33,18,18,9,58,27,22,0,19,30,0,6,22,58,27,0,11,34,0,0,16,18,46,11,73,18,1,61,78,33,3,14,39,31,41
2021-08-01 08:00:00,1,25,0,22,83,79,37,29,0,29,8,17,2,42,2,0,40,58,1,59,11,79,39,21,62,0,27,92,7,11,23,16,19,23,27,21,21,9,36,22,0,6,20,49,27,0,11,38,0,0,12,43,30,9,78,18,1,61,64,38,3,11,34,29,38
2021-08-01 09:00:00,1,6,16,24,94,64,40,29,0,33,4,23,0,33,2,19,34,54,7,67,10,66,40,27,56,0,39,56,6,11,33,19,21,12,28,24,20,0,74,27,32,5,17,37,25,0,9,37,0,0,14,81,23,9,69,20,1,58,48,41,2,13,27,30,38
2021-08-01 10:00:00,1,5,16,23,100,57,54,27,0,36,5,17,6,27,2,5,31,50,4,83,9,58,39,41,55,0,52,49,5,13,24,15,21,0,18,26,22,0,49,16,0,5,17,34,26,0,9,37,25,0,14,91,34,9,62,20,1,44,75,37,2,12,23,29,36
2021-08-01 11:00:00,0,5,0,28,61,43,58,39,0,33,5,10,2,26,1,22,29,52,4,77,8,62,44,21,59,0,37,45,5,16,40,17,19,8,22,43,20,0,31,16,60,5,16,38,24,0,9,48,0,0,14,74,35,7,57,23,1,40,65,35,2,11,32,38,34
2021-08-01 12:00:00,1,11,0,25,45,33,58,52,0,29,4,10,2,19,2,26,26,50,4,72,9,54,41,15,62,0,23,46,5,38,41,19,19,14,13,31,19,0,30,20,60,4,16,33,24,0,7,48,24,0,13,100,25,8,51,18,1,39,53,34,2,12,25,37,33
2021-08-01 13:00:00,2,5,0,25,46,67,43,54,0,30,6,8,4,18,1,17,33,50,8,71,10,56,41,32,67,56,45,41,7,100,60,19,20,19,31,32,20,0,26,12,29,4,16,33,25,0,8,46,0,0,20,59,20,8,55,19,1,37,71,30,2,15,25,34,35
2021-08-01 14:00:00,1,0,15,20,25,40,19,54,0,26,6,7,0,62,5,13,30,51,2,82,9,46,35,22,76,0,25,42,4,21,29,17,21,5,21,24,22,0,46,22,0,4,20,30,24,0,14,52,0,100,16,69,46,11,45,18,1,34,66,31,2,13,26,61,32
2021-08-01 15:00:00,1,0,0,21,23,32,17,39,0,26,2,6,10,17,1,24,22,54,7,69,9,66,37,22,78,0,46,50,4,16,35,13,20,15,24,36,22,0,35,21,54,5,21,53,26,0,7,48,0,0,26,52,33,10,44,17,1,41,46,26,2,13,28,51,32
2021-08-01 16:00:00,1,0,27,22,17,48,15,29,0,34,15,30,6,15,2,27,32,48,2,75,9,77,37,15,69,50,45,42,4,68,63,15,17,12,24,52,22,7,24,13,26,5,18,41,25,0,8,47,65,92,21,65,31,10,43,16,1,31,53,27,2,16,28,47,32
2021-08-01 17:00:00,1,0,0,24,16,29,15,23,0,22,8,22,10,16,2,20,23,56,4,61,9,48,32,19,66,100,43,41,4,16,33,16,21,7,24,21,23,0,22,19,0,5,16,29,26,0,6,54,0,0,19,30,29,8,45,15,1,31,51,28,2,14,23,26,34
2021-08-01 18:00:00,0,0,0,19,18,45,15,22,0,22,3,8,6,22,2,31,24,58,2,77,9,45,34,22,54,0,47,40,3,11,30,15,21,5,4,41,24,0,29,31,26,5,17,29,28,0,9,55,0,0,15,46,48,10,45,14,1,30,57,27,2,7,19,26,31
2021-08-01 19:00:00,1,4,0,21,17,61,17,24,0,23,4,8,11,18,2,52,26,62,3,81,13,58,35,26,52,47,57,40,3,13,44,16,23,16,22,63,23,0,38,24,100,5,16,37,30,0,9,48,21,0,17,37,100,10,58,14,1,31,100,26,2,8,25,52,32
2021-08-01 20:00:00,1,0,0,24,16,72,16,41,0,22,3,12,6,16,2,15,25,78,6,81,10,65,35,26,53,0,52,42,3,13,44,16,22,14,34,54,24,0,24,27,75,5,17,32,31,0,7,45,0,0,19,34,52,10,49,15,1,32,70,26,2,9,32,37,38
2021-08-01 21:00:00,1,5,15,21,19,75,18,33,0,25,9,9,13,20,3,29,24,73,9,94,10,52,30,44,47,0,50,36,4,12,43,17,23,35,28,42,25,8,30,31,30,5,14,33,33,0,8,54,0,0,32,49,50,11,44,16,2,32,86,26,2,8,37,35,37
